t;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
699,1;44,02;37,03;33,49;75,51;224,04;223,23;223,59;24,86;24,7;24,77;26,34;24,5;24,68;5513,81;6
700,7;44,06;37,07;33,54;75,53;223,03;222,33;222,59;49,33;49,14;49,14;26,34;24,5;24,69;10923,86;6
702,3;44,07;37,08;33,56;75,54;223,0;222,38;222,48;49,3;49,13;49,11;26,35;24,5;24,69;10925,25;6
703,9;44,08;37,1;33,59;75,55;223,14;222,4;222,56;49,32;49,12;49,11;26,35;24,51;24,69;10924,61;6
705,5;44,09;37,12;33,62;75,57;222,99;222,27;222,5;49,29;49,09;49,09;26,36;24,51;24,7;10909,11;6
707,1;44,09;37,14;33,65;75,58;223,04;222,28;222,54;49,3;49,09;49,1;26,36;24,52;24,71;5827,5;6
708,7;44,09;37,17;33,66;75,59;224,03;223,3;223,49;24,88;24,71;24,77;26,36;24,52;24,71;5521,36;6
710,3;44,09;37,2;33,69;75,6;223,19;222,42;222,64;49,35;49,16;49,15;26,37;24,53;24,71;10932,83;6
711,9;44,1;37,21;33,71;75,62;223,23;222,41;222,68;49,36;49,14;49,15;26,37;24,53;24,72;10934,89;6
713,5;44,11;37,24;33,75;75,64;223,25;222,41;222,72;49,35;49,13;49,14;26,38;24,53;24,72;10922,89;6
715,1;44,14;37,27;33,79;75,64;223,24;222,49;222,77;49,35;49,14;49,16;26,38;24,54;24,73;10933,01;6
716,7;44,16;37,29;33,82;75,66;223,3;222,52;222,78;49,34;49,12;49,14;26,39;24,54;24,73;10929,65;6
718,3;44,19;37,31;33,84;75,67;224,29;223,54;223,84;24,89;24,72;24,79;26,39;24,55;24,74;5525,79;6
719,9;44,21;37,34;33,89;75,68;223,23;222,62;222,81;49,41;49,19;49,2;26,39;24,55;24,74;10943,33;6
721,6;44,25;37,36;33,91;75,7;223,15;222,47;222,67;49,34;49,13;49,14;26,4;24,56;24,74;10933,65;6
723,2;44,28;37,39;33,93;75,71;223,05;222,42;222,62;49,3;49,09;49,12;26,41;24,56;24,75;10909,07;6
724,8;44,32;37,4;33,95;75,73;223,07;222,35;222,66;49,31;49,09;49,13;26,41;24,56;24,75;10909,55;6
726,4;44,35;37,44;33,98;75,74;223,09;222,48;222,75;49,33;49,1;49,14;26,41;24,57;24,76;10918,1;6
728,0;44,4;37,46;34,02;75,75;224,07;223,3;223,64;24,87;24,69;24,79;26,42;24,57;24,76;5525,9;6
729,6;44,44;37,49;34,05;75,76;223,91;223,13;222,75;48,31;48,21;49,17;26,42;24,58;24,76;10938,18;6
731,2;44,46;37,5;34,08;75,77;223,07;222,39;222,65;49,33;49,11;49,15;26,43;24,58;24,77;10922,96;6
732,8;44,46;37,51;34,1;75,79;223,14;222,42;222,69;49,34;49,12;49,16;26,43;24,59;24,77;10921,96;6
734,4;44,48;37,52;34,11;75,81;223,05;222,33;222,62;49,32;49,1;49,13;26,44;24,59;24,78;10919,87;6
736,0;44,48;37,54;34,12;75,82;223,05;222,32;222,46;49,29;49,06;49,08;26,44;24,59;24,78;10901,78;6
737,6;44,5;37,57;34,14;75,83;224,12;223,39;223,7;24,89;24,71;24,79;26,44;24,6;24,79;5519,61;6
739,2;44,52;37,59;34,16;75,84;224,28;223,61;223,9;24,9;24,73;24,8;26,45;24,6;24,79;5528,89;6
740,8;44,54;37,62;34,18;75,85;223,27;222,63;222,77;49,37;49,16;49,2;26,45;24,61;24,79;10938,56;6
742,4;44,55;37,63;34,21;75,87;223,18;222,55;222,85;49,35;49,15;49,19;26,46;24,61;24,8;10938,05;6
744,0;44,57;37,64;34,24;75,88;223,24;222,54;222,71;49,34;49,11;49,14;26,46;24,62;24,81;10917,61;6
745,6;44,59;37,66;34,27;75,9;223,3;222,63;222,85;49,36;49,14;49,17;26,47;24,62;24,81;10933,95;6
747,2;44,61;37,67;34,29;75,91;223,31;222,5;222,82;49,34;48,56;48,66;26,47;24,63;24,82;6619,65;6
748,8;44,64;37,7;34,32;75,92;224,26;223,53;223,85;24,9;24,71;24,8;26,47;24,63;24,82;5525,67;6
750,4;44,68;37,74;34,37;75,93;223,35;222,63;222,89;49,41;49,17;49,21;26,48;24,63;24,82;10944,75;6
752,0;44,7;37,76;34,42;75,94;223,27;222,57;222,88;49,37;49,15;49,2;26,48;24,64;24,83;10942,18;6
753,6;44,74;37,79;34,47;75,96;223,37;222,61;223,01;49,38;49,15;49,2;26,49;24,64;24,83;10937,54;6
755,2;44,79;37,82;34,51;75,97;223,38;222,7;222,95;49,38;49,16;49,22;26,49;24,65;24,84;10945,71;6
756,8;44,84;37,85;34,55;75,99;223,4;222,7;222,89;49,37;49,14;49,19;26,5;24,65;24,84;10932,77;6
758,4;44,87;37,87;34,56;76,0;224,5;223,69;223,93;24,91;24,74;24,82;26,5;24,66;24,84;5534,91;6
760,0;44,91;37,91;34,61;76,01;223,54;222,83;222,98;49,45;49,23;49,26;26,51;24,66;24,85;10968,12;6
761,6;44,96;37,95;34,64;76,02;223,6;222,73;223,05;49,45;49,2;49,25;26,51;24,66;24,85;10949,99;6
763,2;44,99;37,96;34,68;76,03;223,56;222,72;222,97;49,4;49,15;49,23;26,51;24,67;24,86;10952,54;6
765,0;45,01;37,98;34,71;76,05;223,55;222,75;222,96;49,4;49,16;49,22;26,52;24,67;24,86;10952,24;6
766,6;45,05;38,02;34,73;76,07;223,4;222,68;222,91;49,38;49,15;49,2;26,52;24,68;24,87;10945,16;6
768,2;45,09;38,04;34,76;76,08;224,53;223,75;223,97;24,92;24,74;24,82;26,53;24,68;24,87;5532,29;6
769,8;45,11;38,07;34,78;76,09;223,51;222,64;223,01;49,44;49,21;49,28;26,53;24,68;24,87;10970,95;6
771,4;45,12;38,09;34,8;76,11;223,68;222,84;223,23;49,46;49,22;49,29;26,54;24,69;24,88;10965,07;6
773,0;45,12;38,11;34,82;76,11;223,77;222,86;223,33;49,48;49,21;49,31;26,54;24,69;24,88;10968,77;6
774,6;45,15;38,12;34,84;76,13;223,72;222,93;223,25;49,44;49,21;49,27;26,54;24,7;24,89;10967,08;6
776,2;45,15;38,14;34,86;76,14;223,82;222,99;223,35;49,47;49,22;49,29;26,55;24,71;24,89;10976,09;6
777,8;45,16;38,17;34,89;76,16;224,86;223,99;224,35;24,96;24,77;24,86;26,55;24,71;24,9;5545,92;6
779,4;45,18;38,2;34,93;76,17;224,81;224,01;224,37;24,95;24,77;24,86;26,56;24,71;24,9;6910,3;6
781,1;45,19;38,21;34,95;76,18;223,7;222,83;223,18;49,47;49,22;49,29;26,56;24,72;24,91;10972,13;6
782,7;45,2;38,22;34,97;76,2;224,07;223,19;223,59;49,53;49,29;49,36;26,57;24,72;24,91;10999,85;6
784,3;45,21;38,22;35,02;76,2;224,17;223,42;223,74;49,56;49,33;49,39;26,57;24,73;24,91;11022,03;6
785,9;45,23;38,22;35,03;76,22;223,98;223,16;223,48;49,5;49,27;49,33;26,58;24,73;24,92;10999,78;6
787,5;45,25;38,22;35,06;76,24;224,06;223,24;223,61;48,53;29,52;29,58;26,58;24,74;24,92;5557,57;6
789,1;45,28;38,23;35,1;76,25;225,05;224,21;224,6;24,98;24,79;24,88;26,58;24,74;24,93;5557,39;6
790,7;45,31;38,24;35,13;76,26;224,02;223,23;223,59;49,55;49,31;49,38;26,59;24,74;24,93;11007,39;6
792,3;45,34;38,23;35,18;76,27;223,92;223,1;223,5;49,51;49,26;49,34;26,59;24,75;24,94;10997,57;6
793,9;45,37;38,21;35,22;76,29;223,94;223,13;223,49;49,51;49,27;49,34;26,6;24,75;24,94;10989,07;6
795,5;45,39;38,21;35,27;76,3;223,92;223,14;223,52;49,5;49,25;49,33;26,6;24,76;24,94;10989,96;6
797,1;45,4;38,21;35,31;76,31;223,71;222,9;223,35;49,45;49,2;49,29;26,61;24,76;24,95;10957,6;6
798,7;45,43;38,2;35,33;76,33;224,84;223,99;224,46;24,96;24,77;24,87;26,61;24,76;24,95;5553,31;6
800,3;45,45;38,21;35,38;76,33;223,9;223,16;223,55;49,54;49,3;49,38;26,61;24,77;24,96;11002,27;6
801,9;45,47;38,21;35,4;76,35;223,95;223,17;223,59;49,44;49,2;49,28;26,62;24,77;24,96;10971,65;6
803,5;45,49;38,21;35,43;76,37;223,82;223,14;223,54;49,5;49,26;49,35;26,62;24,78;24,97;10993,42;6
805,1;45,49;38,21;35,47;76,38;223,67;222,97;223,32;49,45;49,21;49,3;26,63;24,78;24,97;10972,86;6
806,7;45,52;38,22;35,5;76,4;223,8;223,14;223,5;49,49;49,24;49,33;26,63;24,79;24,98;10988,76;6
808,3;45,54;38,23;35,52;76,41;224,86;224,09;224,48;24,96;24,78;24,87;26,64;24,79;24,98;5550,24;6
809,9;45,55;38,24;35,56;76,42;223,93;223,09;223,47;49,39;49,3;49,38;26,64;24,79;24,98;11000,68;6
811,5;45,59;38,26;35,58;76,43;223,82;223,13;223,48;49,51;49,26;49,35;26,64;24,8;24,99;10989,3;6
813,1;45,6;38,27;35,61;76,44;223,81;223,1;223,48;49,49;49,26;49,35;26,65;24,8;24,99;10989,43;6
814,7;45,63;38,28;35,64;76,46;223,81;223,05;223,45;49,49;49,26;49,36;26,65;24,81;25,0;11010,1;6
816,3;45,67;38,29;35,67;76,48;224,08;223,37;223,81;49,54;49,28;49,39;26,66;24,81;25,0;11007,48;6
817,9;45,71;38,31;35,71;76,49;225,04;224,36;224,77;24,99;24,81;24,91;26,66;24,82;25,01;5569,22;6
819,5;45,76;38,32;35,75;76,5;225,51;224,89;225,34;25,05;24,87;24,97;26,67;24,82;25,01;5598,82;6
821,1;45,79;38,33;35,78;76,5;224,31;223,63;224,09;49,63;49,4;49,5;26,67;24,83;25,01;11045,57;6
822,7;45,83;38,34;35,8;76,52;224,5;223,69;224,15;49,63;49,38;49,48;26,68;24,83;25,02;11051,47;6
824,3;45,87;38,34;35,84;76,54;224,43;223,76;224,15;49,63;49,39;49,48;26,68;24,84;25,02;11042,14;6
825,9;45,91;38,37;35,89;76,55;224,44;223,72;224,19;49,61;49,38;49,48;26,68;24,84;25,03;11042,66;6
827,5;45,96;38,38;35,93;76,57;224,49;223,75;224,22;49,62;42,69;42,83;26,69;24,84;25,03;5596,25;6
829,1;46,01;38,41;35,95;76,57;225,49;224,76;225,21;25,03;24,85;24,96;26,69;24,85;25,04;5584,01;6
830,7;46,05;38,44;35,97;76,59;224,39;223,7;224,08;49,66;49,44;49,52;26,7;24,85;25,04;11059,99;6
832,3;46,09;38,46;36,02;76,6;224,3;223,57;224,05;49,6;49,37;49,47;26,7;24,86;25,04;11045,13;6
833,9;46,11;38,47;36,02;76,61;224,33;223,7;224,04;49,59;49,38;49,47;26,71;24,86;25,05;11051,78;6
835,5;46,15;38,49;36,06;76,63;224,38;223,7;224,09;49,6;49,38;49,46;26,71;24,87;25,05;11036,55;6
837,1;46,19;38,52;36,09;76,64;224,15;223,45;223,89;49,54;49,33;49,41;26,72;24,87;25,06;11021,42;6
838,7;46,23;38,54;36,12;76,66;225,36;224,64;225,12;25,02;24,84;24,94;26,72;24,87;25,06;5579,62;6
840,3;46,27;38,56;36,17;76,67;224,15;223,49;223,91;49,6;49,38;49,47;26,72;24,88;25,07;11034,46;6
841,9;46,3;38,57;36,2;76,68;224,07;223,39;223,88;49,55;49,34;49,42;26,73;24,88;25,07;11023,72;6
843,6;46,32;38,58;36,25;76,7;224,14;223,39;223,86;49,55;49,33;49,43;26,73;24,89;25,08;11017,89;6
845,2;46,34;38,59;36,28;76,71;224,57;223,86;224,42;49,64;49,41;49,53;26,74;24,89;25,08;11060,08;6
846,8;46,36;38,61;36,31;76,72;224,52;223,78;224,38;49,63;49,4;49,53;26,74;24,9;25,08;11064,3;6
848,4;46,38;38,64;36,32;76,74;225,66;225,0;225,48;25,05;24,87;24,98;26,75;24,9;25,09;5592,71;6
850,0;46,41;38,66;36,35;76,74;224,46;223,85;224,31;49,65;49,43;49,55;26,75;24,9;25,09;11069,04;6
851,6;46,43;38,71;36,39;76,76;224,44;223,81;224,31;49,65;49,42;49,53;26,75;24,91;25,1;11063,08;6
853,2;46,45;38,75;36,42;76,78;224,46;223,74;224,4;49,65;49,43;49,52;26,76;24,91;25,1;11054,51;6
854,8;46,48;38,77;36,46;76,79;224,43;223,74;224,14;49,61;49,39;49,5;26,76;24,92;25,11;11055,47;6
856,4;46,51;38,82;36,5;76,81;224,51;223,79;224,19;49,62;49,4;49,47;26,77;24,92;25,11;11049,47;6
858,0;46,55;38,86;36,54;76,82;225,47;224,73;225,18;25,02;24,85;24,95;26,78;24,93;25,12;5582,62;6
859,6;46,56;38,88;36,55;76,83;225,42;224,74;225,09;25,02;24,85;24,94;26,78;24,93;25,12;5973,05;6
861,2;46,61;38,9;36,59;76,84;224,36;223,62;224,1;49,62;49,39;49,48;26,78;24,94;25,12;11033,09;6
862,8;46,64;38,92;36,62;76,85;224,37;223,64;224,19;49,62;49,4;49,51;26,79;24,94;25,13;11055,86;6
864,4;46,67;38,93;36,66;76,87;224,36;223,64;224,13;49,59;49,38;49,48;26,79;24,94;25,13;11044,02;6
866,0;46,7;38,95;36,69;76,88;224,31;223,68;224,23;49,6;49,36;49,47;26,8;24,95;25,14;11032,74;6
867,6;46,74;38,96;36,73;76,9;224,36;223,74;224,19;48,04;28,91;28,98;26,8;24,95;25,14;5624,03;6
869,3;46,79;38,97;36,77;76,91;225,5;224,8;225,27;25,03;24,86;24,96;26,8;24,96;25,15;5587,97;6
870,9;46,81;38,99;36,8;76,92;224,37;223,69;224,21;49,64;49,43;49,52;26,81;24,96;25,15;11065,89;6
872,5;46,86;38,99;36,82;76,93;224,63;223,74;224,22;49,66;49,44;49,52;26,81;24,97;25,15;11060,18;6
874,1;46,89;38,99;36,86;76,94;224,65;223,79;224,33;49,67;49,44;49,52;26,82;24,97;25,16;11067,28;6
875,7;46,94;38,99;36,89;76,96;224,54;223,8;224,32;49,64;49,42;49,51;26,82;24,97;25,16;11059,44;6
877,3;46,98;39,01;36,95;76,98;224,51;223,7;224,2;49,61;49,4;49,48;26,83;24,98;25,17;11050,76;6
878,9;47,04;39,03;36,97;76,99;225,38;224,73;225,26;25,03;24,86;24,96;26,83;24,98;25,17;5589,71;6
880,5;47,09;39,06;37,01;77,0;224,43;223,72;224,11;49,64;49,45;49,52;26,83;24,99;25,18;11062,01;6
882,1;47,11;39,07;37,05;77,01;224,4;223,68;224,21;49,63;49,43;49,52;26,84;24,99;25,18;11062,71;6
883,7;47,13;39,09;37,09;77,02;223,99;223,27;223,85;49,55;49,33;49,4;26,84;25,0;25,18;11022,24;6
885,3;47,16;39,09;37,11;77,04;224,29;223,57;224,03;49,58;49,37;49,45;26,85;25,0;25,19;11036,61;6
886,9;47,21;39,12;37,15;77,05;224,08;223,33;223,79;49,54;49,33;49,38;26,85;25,01;25,2;11019,13;6
888,5;47,24;39,14;37,19;77,07;225,18;224,35;224,83;25,0;24,82;24,91;26,86;25,01;25,2;5564,47;6
890,1;47,28;39,16;37,21;77,07;224,43;223,32;223,74;49,21;49,36;49,42;26,86;25,01;25,2;11033,46;6
891,7;47,32;39,18;37,25;77,09;224,13;223,35;223,86;49,57;49,35;49,42;26,86;25,02;25,21;11021,11;6
893,3;47,36;39,19;37,29;77,11;224,15;223,35;223,87;49,56;49,33;49,42;26,87;25,02;25,21;11020,83;6
894,9;47,39;39,21;37,33;77,12;224,16;223,33;223,85;49,57;49,34;49,42;26,88;25,03;25,22;11024,37;6
896,5;47,41;39,21;37,35;77,14;224,2;223,32;223,88;49,56;49,33;49,4;26,88;25,03;25,22;11017,05;6
898,1;47,44;39,22;37,37;77,14;225,25;224,32;224,81;25,0;24,82;24,91;26,89;25,04;25,23;5566,82;6
899,7;47,46;39,24;37,41;77,16;225,18;224,32;224,85;24,99;24,82;24,91;26,89;25,04;25,23;7052,31;6
901,3;47,49;39,25;37,43;77,17;224,14;223,36;223,86;49,58;49,35;49,45;26,89;25,04;25,23;11014,31;6
902,9;47,51;39,26;37,46;77,18;224,05;223,29;223,85;49,55;49,32;49,41;26,9;25,05;25,24;11015,05;6
904,6;47,52;39,25;37,49;77,2;224,07;223,24;223,84;49,54;49,31;49,4;26,9;25,05;25,24;11011,11;6
906,1;47,54;39,27;37,52;77,22;224,09;223,3;223,82;49,53;49,32;49,41;26,91;25,06;25,25;11012,92;6
907,7;47,54;39,27;37,53;77,23;224,12;223,3;223,94;48,12;47,9;28,22;26,91;25,06;25,25;5604,0;6
909,4;47,56;39,28;37,55;77,24;225,13;224,35;224,95;25,0;24,81;24,93;26,91;25,07;25,26;5569,68;6
910,9;47,59;39,3;37,57;77,24;224,2;223,39;224,04;49,61;49,37;49,48;26,92;25,07;25,26;11028,24;6
912,5;47,59;39,32;37,6;77,26;224,08;223,31;223,92;49,56;49,33;49,43;26,92;25,07;25,26;11017,27;6
914,1;47,59;39,32;37,62;77,28;224,19;223,33;223,84;49,56;49,35;49,42;26,93;25,08;25,27;11021,27;6
915,7;47,59;39,32;37,63;77,29;224,17;223,38;223,98;49,57;49,34;49,42;26,93;25,08;25,27;11022,43;6
917,4;47,6;39,32;37,66;77,31;224,26;223,49;223,99;49,57;49,34;49,43;26,94;25,09;25,28;11024,08;6
918,9;47,61;39,32;37,68;77,32;224,94;224,15;224,81;24,99;24,81;24,91;26,94;25,09;25,28;5567,23;6
920,5;47,62;39,32;37,68;77,33;223,81;223,11;223,69;49,56;49,34;49,41;26,94;25,1;25,29;11013,61;6
922,1;47,64;39,3;37,71;77,34;223,96;223,23;223,64;49,53;49,32;49,38;26,95;25,1;25,29;11004,49;6
923,7;47,64;39,29;37,73;77,35;223,98;223,28;223,74;49,53;49,31;49,38;26,95;25,1;25,29;11009,91;6
925,3;47,66;39,28;37,75;77,37;223,93;223,29;223,71;49,52;49,31;49,36;26,96;25,11;25,3;11010,32;6
926,9;47,67;39,28;37,75;77,38;223,95;223,18;223,6;49,5;49,31;49,39;26,97;25,12;25,31;11001,11;6
928,6;47,69;39,29;37,79;77,4;224,98;224,29;224,61;24,97;24,81;24,9;26,97;25,12;25,31;5565,85;6
930,1;47,71;39,3;37,8;77,41;224,94;224,33;223,75;46,54;46,7;49,32;26,97;25,12;25,31;11028,49;6
931,7;47,71;39,32;37,82;77,42;223,99;223,4;223,75;49,54;49,35;49,42;26,97;25,13;25,32;11022,79;6
933,3;47,73;39,33;37,84;77,44;223,92;223,44;223,72;49,52;49,33;49,41;26,98;25,13;25,32;11021,91;6
934,9;47,73;39,34;37,86;77,44;223,93;223,45;223,73;49,52;49,34;49,39;26,99;25,14;25,33;11024,03;6
936,5;47,73;39,36;37,89;77,46;223,9;223,36;223,64;49,5;49,31;49,38;26,99;25,14;25,33;11010,59;6
938,1;47,76;39,37;37,91;77,48;224,89;224,35;224,67;24,97;24,82;24,9;27,0;25,15;25,34;5566,0;6
939,7;47,78;39,39;37,93;77,49;224,73;224,21;224,58;24,95;24,79;24,9;27,0;25,15;25,34;5563,3;6
941,3;47,81;39,41;37,96;77,5;223,89;223,28;223,69;49,52;49,33;49,41;27,0;25,15;25,34;11010,65;6
942,9;47,82;39,41;37,98;77,51;223,78;223,18;223,57;49,5;49,3;49,38;27,01;25,16;25,35;11008,3;6
944,5;47,83;39,41;37,99;77,53;223,89;223,25;223,71;49,52;49,29;49,4;27,01;25,16;25,35;10999,14;6
946,1;47,86;39,43;38,0;77,55;223,81;223,11;223,58;49,48;49,26;49,37;27,02;25,17;25,36;10989,75;6
947,7;47,88;39,43;38,03;77,55;223,89;223,27;223,73;49,51;49,28;49,39;27,02;25,17;25,36;9673,02;6
949,3;47,88;39,43;38,05;77,57;224,73;224,01;224,41;24,94;24,77;24,88;27,02;25,18;25,37;5550,28;6
950,9;47,91;39,46;38,07;77,57;223,67;223,0;223,41;49,5;49,26;49,36;27,03;25,18;25,37;10987,5;6
952,6;47,92;39,46;38,08;77,59;223,67;222,92;223,38;49,47;49,23;49,34;27,03;25,18;25,37;10978,55;6
954,2;47,94;39,45;38,11;77,61;223,66;223,01;223,4;49,45;49,22;49,31;27,04;25,19;25,38;10973,41;6
955,7;47,95;39,43;38,13;77,62;223,56;222,83;223,36;49,44;49,21;49,31;27,04;25,19;25,38;10964,15;6
957,3;47,97;39,43;38,15;77,64;223,56;222,82;223,33;49,43;49,19;49,3;27,05;25,2;25,39;10954,03;6
958,9;48,0;39,41;38,18;77,64;224,55;223,88;224,39;24,93;24,76;24,86;27,05;25,2;25,39;5549,67;6
960,5;48,03;39,41;38,21;77,65;223,54;222,84;223,32;49,49;49,26;49,35;27,05;25,2;25,39;10981,0;6
962,1;48,06;39,39;38,24;77,67;223,59;222,84;223,24;49,46;49,23;49,3;27,06;25,21;25,4;10954,72;6
963,7;48,07;39,38;38,28;77,68;223,54;222,75;223,2;49,44;49,19;49,28;27,06;25,21;25,4;10954,84;6
965,3;48,08;39,36;38,31;77,7;223,7;222,92;223,35;49,45;49,21;49,3;27,07;25,22;25,41;10965,1;6
966,9;48,1;39,36;38,32;77,71;223,61;222,87;223,33;49,44;49,2;49,29;27,08;25,23;25,42;10951,7;6
968,6;48,11;39,35;38,35;77,73;224,62;223,89;224,32;24,94;24,77;24,86;27,08;25,23;25,42;5537,36;6
970,1;48,14;39,35;38,37;77,74;224,57;223,83;224,02;31,96;32,57;48,22;27,08;25,23;25,42;10971,08;6
971,7;48,16;39,34;38,39;77,74;223,6;222,94;223,31;49,47;49,24;49,33;27,08;25,23;25,43;10971,02;6
973,3;48,18;39,32;38,42;77,76;223,59;222,85;222,94;49,38;49,15;49,22;27,09;25,24;25,43;10965,28;6
974,9;48,2;39,3;38,45;77,77;223,45;222,92;223,27;49,42;49,23;49,33;27,1;25,25;25,44;10982,89;6
976,6;48,22;39,32;38,47;77,79;223,52;222,92;223,2;49,4;49,22;49,31;27,1;25,25;25,44;10970,13;6
978,1;48,24;39,32;38,51;77,81;224,62;223,98;224,44;25,0;24,85;24,88;27,11;25,26;25,45;5551,0;6
979,7;48,25;39,33;38,53;77,81;224,61;224,17;224,38;24,94;24,78;24,88;27,11;25,26;25,45;5555,0;6
981,3;48,28;39,34;38,55;77,83;223,62;223,01;223,4;49,49;49,29;49,38;27,11;25,26;25,45;10996,36;6
982,9;48,29;39,34;38,57;77,83;223,25;222,78;223,15;49,42;49,24;49,33;27,12;25,27;25,46;10980,25;6
984,5;48,3;39,33;38,58;77,85;223,51;222,85;223,23;49,43;49,23;49,29;27,12;25,27;25,46;10966,55;6
986,1;48,32;39,34;38,62;77,87;223,63;222,96;223,22;49,43;49,23;49,31;27,13;25,28;25,47;10971,29;6
987,7;48,33;39,34;38,64;77,88;223,78;223,11;223,4;49,46;49,25;49,33;27,13;25,28;25,47;10941,27;6
989,3;48,34;39,36;38,65;77,89;224,78;224,02;224,46;24,95;24,79;24,88;27,13;25,28;25,47;5556,67;6
990,9;48,35;39,38;38,66;77,9;223,62;222,87;223,34;49,48;49,27;49,34;27,14;25,29;25,48;10961,16;6
992,5;48,35;39,39;38,66;77,92;223,08;222,44;222,73;49,33;49,14;49,18;27,14;25,29;25,48;10914,36;6
994,1;48,34;39,39;38,68;77,93;222,9;222,26;222,55;49,29;49,08;49,15;27,15;25,3;25,49;10906,72;6
995,7;48,33;39,41;38,68;77,94;222,81;222,2;222,52;49,27;49,08;49,13;27,15;25,3;25,49;10895,39;6
997,3;48,32;39,43;38,7;77,96;222,89;222,18;222,47;49,27;49,07;49,13;27,16;25,31;25,5;10898,27;6
998,9;48,31;39,46;38,71;77,97;223,97;223,32;223,58;24,87;24,71;24,79;27,16;25,31;25,5;5514,68;6
1000,5;48,3;39,5;38,73;77,98;222,75;222,09;222,48;49,31;49,1;49,19;27,16;25,31;25,5;10900,55;6
1002,1;48,28;39,52;38,73;78,0;222,83;222,18;222,33;49,27;49,09;49,14;27,17;25,32;25,51;10898,68;6
1003,7;48,28;39,54;38,75;78,01;222,79;222,0;222,3;49,25;49,04;49,1;27,17;25,32;25,51;10888,21;6
1005,3;48,27;39,57;38,75;78,02;222,98;222,22;222,52;49,29;49,08;49,14;27,18;25,33;25,52;10905,53;6
1006,9;48,26;39,59;38,75;78,03;222,94;222,28;222,57;49,28;49,08;49,16;27,18;25,33;25,52;10911,84;6
1008,6;48,26;39,61;38,75;78,05;223,79;223,08;223,35;24,84;24,69;24,77;27,19;25,34;25,53;5514,38;6
1010,1;48,27;39,64;38,77;78,06;223,84;223,15;223,45;24,85;24,7;24,78;27,19;25,34;25,53;10802,64;6
1011,8;48,28;39,65;38,78;78,07;222,67;222,03;222,32;49,28;49,07;49,13;27,2;25,35;25,54;10887,57;6
1013,4;48,29;39,66;38,8;78,09;222,66;222,01;222,23;49,25;49,05;49,1;27,2;25,35;25,54;10879,47;6
1015,0;48,29;39,65;38,82;78,1;222,59;221,96;222,19;49,23;49,04;49,08;27,2;25,35;25,54;10887,89;6
1016,6;48,28;39,65;38,82;78,11;222,7;222,03;222,28;49,25;49,04;49,09;27,21;25,36;25,55;10882,5;6
1018,2;48,28;39,66;38,84;78,13;223,04;222,27;223,11;26,24;24,75;24,81;27,21;25,36;25,55;5507,12;6
1019,8;48,28;39,7;38,84;78,14;223,88;222,97;223,23;24,83;24,69;24,78;27,22;25,37;25,56;5515,94;6
1021,4;48,28;39,71;38,88;78,15;222,88;222,18;222,51;49,31;49,1;49,16;27,22;25,37;25,56;10910,26;6
1023,0;48,26;39,74;38,89;78,17;222,82;222,18;222,44;49,28;49,07;49,12;27,23;25,38;25,57;10899,89;6
1024,6;48,25;39,76;38,91;78,18;222,79;222,11;222,33;49,25;49,04;49,1;27,23;25,38;25,57;10889,08;6
1026,3;48,25;39,78;38,93;78,2;222,7;221,99;222,26;49,24;49,03;49,08;27,24;25,38;25,57;10885,18;6
1027,9;48,25;39,81;38,95;78,2;222,67;221,97;222,24;49,23;49,02;49,06;27,24;25,39;25,58;10861,82;6
1029,5;48,24;39,83;38,95;78,22;223,67;223,02;223,37;24,85;24,68;24,76;27,24;25,39;25,58;5507,93;6
1031,1;48,23;39,86;38,95;78,23;222,66;221,96;222,19;49,27;49,06;49,09;27,25;25,4;25,59;10890,45;6
1032,7;48,23;39,88;38,96;78,24;222,51;221,82;222,11;49,23;49,02;49,07;27,25;25,4;25,59;10880,33;6
1034,3;48,21;39,89;38,96;78,26;222,56;221,78;222,01;49,2;48,99;49,05;27,26;25,41;25,6;10864,24;6
1035,9;48,2;39,89;38,95;78,27;222,39;221,81;222,07;49,19;49,0;49,06;27,26;25,41;25,6;10863,94;6
1037,5;48,2;39,92;38,96;78,29;222,61;221,92;222,19;49,22;49,0;49,06;27,27;25,41;25,6;10868,77;6
1039,1;48,2;39,92;38,96;78,3;223,55;222,95;223,18;24,83;24,67;24,75;27,27;25,42;25,61;5500,39;6
1040,7;48,22;39,92;38,97;78,3;222,58;221,97;222,17;49,28;49,06;49,13;27,27;25,42;25,61;10885,53;6
1042,3;48,23;39,92;38,97;78,32;222,66;221,83;221,96;49,22;49,02;49,08;27,28;25,43;25,62;10882,89;6
1043,9;48,23;39,91;38,98;78,33;222,57;221,88;222,15;49,23;49,0;49,08;27,28;25,43;25,62;10869,37;6
1045,5;48,24;39,89;38,99;78,35;222,53;221,9;222,14;49,23;48,99;49,06;27,29;25,44;25,63;10865,7;6
1047,1;48,27;39,87;39,01;78,37;222,54;221,83;222,05;49,21;48,98;49,04;27,29;25,44;25,63;10869,85;6
1048,7;48,29;39,85;39,02;78,38;223,65;222,91;223,08;24,83;24,67;24,74;27,3;25,45;25,64;5499,44;6
1050,3;48,31;39,83;39,04;78,39;223,59;222,91;223,15;24,97;25,05;25,14;27,3;25,45;25,64;10836,06;6
1051,9;48,34;39,81;39,06;78,39;222,52;221,84;222,06;49,23;49,03;49,07;27,3;25,45;25,64;10879,2;6
